DATE,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,Mean Dew PointF,Min Dew PointF,Max Humidity,Mean Humidity,Min Humidity,Max Wind SpeedMPH,Mean Wind SpeedMPH,Min Wind SpeedMPH,Max PressureHG,Mean PressureHG,Min PressureHG,PrecipitationIn
2018-9-6,88,81.1,77,73,71.4,68,89,73.1,52,23,13.6,9,29.9,29.9,29.8,0.0
2018-9-7,88,81.5,75,73,70.5,68,83,69.7,52,25,16.1,9,29.9,29.8,29.7,0.0
2018-9-8,88,81.3,75,70,66.7,61,78,62.7,40,21,15.0,9,29.9,29.8,29.7,0.0
2018-9-9,88,81.0,75,72,68.1,63,78,65.6,43,23,15.9,9,29.9,29.8,29.7,0.0
2018-9-10,90,82.4,77,73,71.0,68,79,69.4,49,22,16.9,8,29.9,29.8,29.7,0.0
2018-9-11,88,81.1,77,73,72.4,70,89,75.5,55,24,18.5,13,29.9,29.8,29.8,0.0
2018-9-12,86,81.3,77,72,69.0,66,78,66.5,51,26,19.0,9,29.9,29.8,29.8,0.0
2018-9-13,90,81.8,77,72,67.1,59,78,62.6,36,26,16.9,12,29.9,29.8,29.8,0.0
2018-9-14,88,80.8,75,72,68.5,64,78,66.9,51,25,16.0,8,29.9,29.8,29.7,0.0
2018-9-15,88,81.6,77,72,69.0,63,78,66.5,45,24,17.9,12,29.9,29.8,29.7,0.0
2018-9-16,90,81.6,75,73,70.6,68,83,70.3,49,25,16.8,6,29.9,29.8,29.7,0.0
2018-9-17,90,81.8,75,73,71.8,68,94,72.9,52,24,16.2,8,29.9,29.8,29.7,0.0
2018-9-18,88,81.6,77,73,70.8,68,79,70.1,52,24,17.6,9,29.9,29.8,29.7,0.0
2018-9-19,88,81.7,77,73,69.8,66,83,68.2,49,25,16.5,8,29.9,29.8,29.8,0.0
2018-9-20,88,81.8,77,72,70.6,68,78,69.2,52,25,16.2,8,29.9,29.8,29.8,0.0
2018-9-21,90,81.4,75,73,70.0,66,83,69.4,46,26,15.8,7,29.9,29.8,29.7,0.0
2018-9-22,88,81.5,79,73,71.0,68,83,71.3,52,23,14.1,6,29.9,29.8,29.7,0.0
2018-9-23,86,80.8,77,73,71.4,68,89,73.4,55,22,12.8,7,29.9,29.8,29.7,0.0
2018-9-24,88,81.3,77,73,71.7,68,89,73.3,52,26,15.0,9,29.9,29.8,29.7,0.0
2018-9-25,86,81.5,79,73,72.5,72,83,74.8,62,22,15.6,10,29.9,29.8,29.7,0.0
2018-9-26,86,81.9,79,72,71.1,68,78,69.5,58,25,16.7,9,29.9,29.8,29.7,0.0
2018-9-27,88,82.2,79,73,71.4,70,83,70.1,55,25,18.0,9,29.9,29.8,29.7,0.0
2018-9-28,88,82.6,79,73,70.5,66,83,68.6,49,25,17.4,8,29.9,29.8,29.8,0.0
2018-9-29,88,82.5,79,75,72.8,70,89,73.8,55,20,12.8,8,29.9,29.8,29.7,0.0
2018-9-30,88,82.5,79,73,71.2,68,79,69.2,52,24,16.5,12,29.9,29.8,29.8,0.0
2018-10-1,88,81.7,79,72,69.7,66,78,67.5,51,24,17.1,12,29.9,29.8,29.7,0.0
2018-10-2,88,81.5,77,72,67.8,61,78,64.0,40,25,18.1,13,29.9,29.8,29.8,0.0
2018-10-3,88,81.9,79,73,71.5,70,83,70.4,55,21,14.2,7,29.9,29.8,29.8,0.0
2018-10-4,88,81.8,79,73,72.0,70,83,72.0,55,20,12.6,8,29.9,29.8,29.8,0.0
2018-10-5,86,81.8,79,72,71.6,66,78,70.9,55,21,13.5,6,29.8,29.8,29.7,0.0
2018-10-6,88,81.5,77,73,70.3,68,89,69.5,52,22,13.9,6,29.9,29.8,29.7,0.0
2018-10-7,88,82.2,79,75,72.7,72,89,73.7,58,25,15.2,8,29.9,29.8,29.8,0.0
2018-10-8,88,82.5,79,73,70.8,66,83,68.6,49,25,17.3,12,29.9,29.8,29.8,0.0
2018-10-9,88,82.4,79,73,70.5,66,79,68.0,49,26,16.2,9,29.9,29.8,29.7,0.0
2018-10-10,90,82.7,79,73,71.1,66,79,68.6,49,25,17.1,10,29.9,29.8,29.7,0.0
2018-10-11,90,82.5,79,77,70.7,66,83,68.2,49,24,16.1,8,30.1,29.8,29.7,0.0
2018-10-12,86,81.1,79,73,71.8,70,83,73.2,58,22,14.9,8,29.9,29.8,29.8,0.0
2018-10-13,88,81.8,77,73,71.5,70,89,71.6,55,23,15.0,10,29.9,29.8,29.8,0.0
2018-10-14,86,81.3,77,75,73.0,72,94,77.1,62,17,11.5,7,29.9,29.8,29.7,0.0
2018-10-15,88,81.7,79,73,72.4,72,83,73.7,58,15,9.1,3,29.8,29.8,29.7,0.0
2018-10-16,88,82.3,77,75,73.3,72,94,75.8,58,14,8.7,3,29.8,29.8,29.7,0.0
2018-10-17,88,82.3,77,75,72.2,70,89,72.5,55,20,12.8,6,29.8,29.8,29.7,0.0
2018-10-18,88,82.7,79,73,71.3,70,79,68.8,55,23,15.4,9,29.9,29.8,29.7,0.0
2018-10-19,88,82.4,79,73,71.0,68,79,68.5,52,20,14.3,9,29.8,29.7,29.7,0.0
2018-10-20,86,81.7,77,72,71.5,70,83,70.8,58,18,12.2,6,29.8,29.7,29.6,0.0
2018-10-21,88,82.5,79,73,71.7,70,79,70.0,55,15,10.3,5,29.8,29.8,29.7,0.0
2018-10-22,90,82.9,79,73,71.9,70,79,70.1,52,18,11.9,7,29.8,29.8,29.7,0.0
2018-10-23,90,83.8,81,73,72.0,70,79,68.7,52,23,15.0,8,29.9,29.8,29.7,0.0
2018-10-24,90,83.8,81,75,71.9,68,84,69.1,49,22,14.6,8,29.9,29.8,29.7,0.0
2018-10-25,88,82.7,79,73,72.5,70,83,72.4,55,21,14.7,7,29.8,29.8,29.7,0.0
2018-10-26,90,83.0,79,73,72.3,70,83,71.5,55,20,12.7,8,29.8,29.8,29.7,0.0
2018-10-27,88,82.8,79,73,71.4,68,83,69.3,52,21,13.5,7,29.8,29.8,29.7,0.0
2018-10-28,88,81.8,77,73,71.6,70,83,71.4,55,16,10.3,2,29.8,29.8,29.7,0.0
2018-10-29,90,83.4,79,75,73.3,70,84,73.2,52,17,11.7,6,29.8,29.8,29.7,0.0
2018-10-30,88,83.1,81,75,73.5,72,84,74.3,58,22,14.5,9,29.9,29.8,29.8,0.0
2018-10-31,88,82.9,81,73,72.0,70,79,69.8,55,23,15.8,9,29.9,29.8,29.7,0.0
2018-11-1,90,83.1,79,73,71.7,68,79,69.1,52,21,14.3,9,29.9,29.8,29.7,0.0
2018-11-2,88,82.7,79,73,72.1,68,79,70.9,52,20,13.4,6,29.8,29.8,29.7,0.0
2018-11-3,88,83.1,79,73,71.9,70,79,69.8,55,22,15.9,10,29.8,29.7,29.7,0.0
2018-11-4,90,83.5,79,73,71.9,70,79,68.6,55,21,14.4,8,29.8,29.7,29.7,0.0
2018-11-5,88,82.4,79,73,72.7,72,83,73.5,62,17,12.5,6,29.8,29.7,29.7,0.0
2018-11-6,88,82.5,79,75,72.4,70,84,72.2,58,21,14.0,9,29.8,29.8,29.7,0.0
2018-11-7,88,82.7,81,73,72.2,70,79,70.9,58,21,14.5,9,29.8,29.8,29.7,0.0
2018-11-8,88,83.3,79,73,71.3,68,79,67.7,52,23,15.3,9,29.8,29.8,29.7,0.0
2018-11-9,90,83.4,79,75,72.3,70,79,70.1,52,24,14.7,7,29.8,29.8,29.7,0.0
2018-11-10,90,83.5,81,73,71.5,68,79,68.4,52,24,17.6,12,29.8,29.7,29.6,0.0
2018-11-11,90,83.2,79,73,72.0,68,79,69.6,49,21,14.4,8,29.8,29.7,29.7,0.0
2018-11-12,88,82.8,79,75,72.5,70,84,72.3,55,22,12.7,7,29.8,29.8,29.7,0.0
2018-11-13,90,83.6,81,75,73.2,72,84,72.2,55,22,13.9,8,29.8,29.8,29.7,0.0
2018-11-14,90,83.3,79,73,72.0,70,83,69.3,55,24,16.8,12,29.8,29.8,29.7,0.0
2018-11-15,88,82.5,79,72,71.1,70,78,68.3,55,22,14.9,8,29.8,29.8,29.7,0.0
2018-11-16,88,83.2,81,73,71.7,70,79,68.8,55,18,13.5,8,29.9,29.8,29.7,0.0
2018-11-17,90,83.9,81,73,71.6,66,79,67.5,49,24,16.2,9,29.9,29.8,29.7,0.0
2018-11-18,90,84.1,81,73,71.8,70,79,66.9,52,28,17.9,12,29.8,29.8,29.7,0.0
2018-11-19,90,83.7,81,73,71.1,68,79,66.5,52,24,17.2,8,29.8,29.8,29.7,0.0
2018-11-20,90,83.4,79,75,72.0,68,84,70.0,52,24,15.7,9,29.9,29.8,29.7,0.0
2018-11-21,90,83.6,79,75,72.8,70,84,70.6,55,23,14.9,9,29.8,29.8,29.7,0.0
2018-11-22,91,83.9,81,75,73.3,70,84,71.5,49,22,14.9,9,29.8,29.8,29.7,0.0
2018-11-23,90,83.5,81,75,74.0,72,84,74.3,55,22,15.1,8,29.8,29.8,29.7,0.0
2018-11-24,90,83.1,79,75,73.5,72,89,74.3,59,21,14.7,8,29.8,29.8,29.7,0.0
2018-11-25,88,83.1,79,75,73.3,72,83,73.5,58,20,13.1,6,29.8,29.8,29.7,0.0
2018-11-26,90,83.4,75,75,73.6,72,94,73.5,55,21,15.8,10,29.8,29.7,29.7,0.0
2018-11-27,90,84.0,81,75,73.1,70,84,71.1,52,22,14.5,9,29.8,29.7,29.6,0.0
2018-11-28,91,84.4,81,75,72.6,68,79,68.2,46,22,15.7,10,29.8,29.7,29.6,0.0
2018-11-29,88,83.2,81,75,72.8,72,79,71.2,58,23,15.0,9,29.8,29.7,29.7,0.0
2018-11-30,82,79.4,75,75,74.3,73,100,85.9,79,15,8.3,0,29.8,29.8,29.7,0.0
2018-12-1,88,82.0,79,77,75.2,73,94,81.3,66,17,9.2,3,29.8,27.5,0.0,0.0
2018-12-2,88,82.2,77,79,76.6,75,94,83.8,66,15,8.8,3,29.8,29.7,29.7,0.0
2018-12-3,88,82.7,81,77,76.3,75,89,81.9,70,17,11.2,7,29.7,28.5,0.0,0.0
2018-12-4,88,83.0,79,77,75.0,72,94,78.0,58,15,10.1,5,29.7,29.7,29.6,0.0
2018-12-5,90,82.8,79,77,75.2,72,94,79.0,55,12,7.1,3,29.8,29.7,29.7,0.0
2018-12-6,86,82.2,81,97,76.0,72,89,76.7,0,14,7.0,2,29.9,29.8,29.7,0.0
2018-12-7,88,82.8,79,75,73.9,72,89,76.0,62,14,8.8,2,29.9,29.8,29.8,0.0
2018-12-8,88,82.7,79,75,73.6,72,84,75.0,62,13,8.3,5,29.9,29.8,29.8,0.0
2018-12-9,86,82.5,79,77,75.0,73,89,79.1,66,14,8.4,3,29.9,29.8,29.8,0.0
2018-12-10,90,79.2,0,75,70.9,0,94,73.5,0,22,12.2,3,29.9,29.9,29.8,0.0
2018-12-11,88,82.3,77,75,73.5,73,89,75.6,62,22,14.2,6,29.9,29.8,29.8,0.0
2018-12-12,88,83.0,79,73,71.7,68,79,69.2,55,24,14.0,3,29.9,29.8,29.8,0.0
2018-12-13,88,82.7,79,73,72.1,70,79,70.9,58,20,13.2,7,29.9,29.8,29.8,0.0
2018-12-14,86,81.0,77,77,73.7,73,94,79.6,66,17,10.6,5,29.9,29.8,29.8,0.0
2018-12-15,88,81.7,75,75,71.9,68,94,73.5,52,23,13.3,7,29.9,29.9,29.7,0.0
2018-12-16,88,82.5,77,75,70.8,66,84,68.1,49,22,12.9,6,29.9,29.9,29.8,0.0
2018-12-17,82,71.0,0,77,66.5,0,94,77.1,0,20,10.4,5,30.0,24.5,0.0,0.0
2018-12-18,88,81.3,75,75,74.1,72,94,80.5,62,21,12.7,3,29.9,27.6,0.0,0.0
2018-12-19,86,82.2,77,73,71.7,68,89,71.8,55,22,13.8,6,29.9,29.8,29.7,0.0
2018-12-20,88,82.4,79,75,73.3,72,89,75.2,58,20,12.5,6,29.8,29.8,29.7,0.0
2018-12-21,86,82.8,81,75,73.4,72,84,74.5,66,18,12.8,6,29.8,29.8,29.7,0.0
2018-12-22,86,82.5,79,75,72.8,70,89,73.7,58,18,10.9,5,29.8,29.8,29.7,0.0
2018-12-23,81,77.7,75,75,73.7,72,94,88.6,78,18,6.5,0,29.9,23.4,0.0,0.0
2018-12-24,86,78.5,73,75,72.9,72,100,84.0,66,15,8.1,3,29.9,29.8,29.7,0.0
2018-12-25,88,81.1,75,73,72.7,70,94,77.2,58,22,11.2,3,29.8,29.8,29.7,0.0
2018-12-26,86,81.6,79,79,72.5,72,84,73.4,62,16,11.3,2,29.8,29.8,29.7,0.0
2018-12-27,86,81.3,75,73,72.4,70,89,74.8,58,16,9.7,5,29.8,29.8,29.7,0.0
2018-12-28,86,81.9,77,75,72.8,70,89,75.0,58,17,9.7,3,29.8,29.8,29.7,0.0
2018-12-29,86,82.3,79,75,72.7,70,83,73.6,58,17,10.5,6,29.8,29.8,29.7,0.0
2018-12-30,86,82.3,77,73,72.6,72,83,73.3,62,16,10.7,3,29.8,29.8,29.7,0.0
2018-12-31,86,82.3,79,75,74.5,73,89,78.5,66,17,9.5,3,29.8,29.8,29.7,0.0
